Catalyst key,Catalyst,Formula,Morphology
paper_1000|output_1000|chem_H_WO3,H-WO3,H-WO3,Hierarchical
paper_427|output_427|chem_NiCo_MoO4_LDH_CFC,NiCo-(MoO_4)^{2-} LDH/CFC,NiCo-(MoO_4)^{2-} LDH,2D Sheet
paper_428|output_428|chem_Ni(OH)2,Ni(OH)₂,Ni(OH)₂,2D Sheet
paper_428|output_428|chem_Ni5Co3Mo-OH,Ni5Co3Mo-OH,Ni₅Co₃Mo-OH,Particle/Cluster; Porous Network
paper_428|output_428|chem_NiCo-OH,NiCo-OH,NiCo-OH,2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_428|output_428|chem_NiMo-OH,NiMo-OH,NiMo-OH,2D Sheet
paper_429|output_429|chem_Co,Co,,Generic Nanostructure; Particle/Cluster; Porous Network
paper_429|output_429|chem_CoNi,CoNi,,Particle/Cluster
paper_429|output_429|chem_FeCoNi,FeCoNi,,Particle/Cluster
paper_429|output_429|chem_FeCoNiCrMn,FeCoNiCrMn,FeCoNiCrMn,Generic Nanostructure; Particle/Cluster; Porous Network
paper_429|output_429|chem_FeCoNiMn,FeCoNiMn,,Particle/Cluster
paper_42|output_42|chem_NiW_alloy,porous NiW bimetallic alloy,NiW,Film/Coating; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_431|output_431|chem_NiFe_urchin_10gL,NieFe,,2D Sheet; Crystalline; Film/Coating; Flower/Urchin/Dendrite; Generic Nanostructure; Hierarchical; Particle/Cluster
paper_431|output_431|chem_NiFe_urchin_20gL,NieFe,,1D Wire/Rod/Tube; 2D Sheet; Crystalline; Film/Coating; Flower/Urchin/Dendrite; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network
paper_431|output_431|chem_NiFe_urchin_30gL,NieFe,,Flower/Urchin/Dendrite; Generic Nanostructure
paper_431|output_431|chem_NiFe_urchin_50gL,NieFe,,Crystalline; Film/Coating; Flower/Urchin/Dendrite; Generic Nanostructure
paper_432|output_432|chem_monife_27_oxyhydroxide,MoNiFe-27% (oxy)hydroxide,,2D Sheet; Array/Aligned; Generic Nanostructure
paper_433|output_433|chem_NiFeO_CeO2_NF,NiFeO-CeO2/nickel foam,,Porous Network
paper_433|output_433|chem_S_P_NiMoFeOOH_NiMoP_wood_aerogel,chem_S_P_NiMoFeOOH_NiMoP_wood_aerogel,,Porous Network
paper_436|output_436|chem_CoFe_LDH_NF,CoFe LDH/NF,,Porous Network
paper_436|output_436|chem_NiFe_LDH_NF,NiFe LDH/NF,,2D Sheet; Porous Network
paper_43|output_43|chem_Pt_111,Pt(111),Pt,Crystalline; Film/Coating
paper_43|output_43|chem_Pt_thin_film,Pt thin-film,Pt,Crystalline; Film/Coating
paper_440|output_440|chem_IrO2_NF,IrO₂ @ NF,,1D Wire/Rod/Tube
paper_440|output_440|chem_NiFeMo_IOS_NF,NiFeMo IOS@NF,,1D Wire/Rod/Tube; Crystalline; Particle/Cluster; Porous Network
paper_440|output_440|chem_PtC_NF,Pt/C @ NF,,1D Wire/Rod/Tube
paper_441|output_441|chem_a_NiOH2,a-Ni(OH)2,,Amorphous
paper_441|output_441|chem_c_Ni_a_NiO,c-Ni@a-NiO,,Amorphous; Crystalline; Hollow/Core-Shell; Particle/Cluster
paper_441|output_441|chem_c_Ni_c_NiOH2,c-Ni@c-Ni(OH)2,,Hollow/Core-Shell
paper_445|output_445|chem_NiFe_LDH_EG,NiFe-LDH_EG,NiFe-LDH,2D Sheet; Particle/Cluster
paper_445|output_445|chem_NiFe_LDH_H,NiFe-LDH_H,NiFe-LDH,2D Sheet; Particle/Cluster
paper_445|output_445|chem_NiFe_LDH_W,NiFe-LDH_W,NiFe-LDH,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster
paper_447|output_447|chem_IF_CoFe_TDPAT_NSA,IF@CoFe-TDPAT NSA,,2D Sheet; Array/Aligned; Film/Coating; Porous Network
paper_449|output_449|chem_MNN_1,MNN-1,Mo-NiO/Ni,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_449|output_449|chem_MNN_2,MNN-2,Mo-NiO/Ni,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_449|output_449|chem_MNN_3,MNN-3,Mo-NiO/Ni,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_449|output_449|chem_MNN_4,MNN-4,Mo-NiO/Ni,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_449|output_449|chem_Ni_NPs,Ni nanoparticles,Ni,2D Sheet; Generic Nanostructure; Particle/Cluster
paper_449|output_449|chem_c_Mo_NiO,c-Mo-NiO,Mo-NiO,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster
paper_449|output_449|chem_c_Mo_NiO_Ni,c-Mo-NiO/Ni,Mo-NiO/Ni,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_44|output_44|chem_DL_Ala_Co_COF,DL-Ala-Co-COF,,Porous Network
paper_44|output_44|chem_D_Ala_Co_COF,D-Ala-Co-COF,,Porous Network
paper_44|output_44|chem_L_Ala_Co_COF,L-Ala-Co-COF,,Porous Network
paper_44|output_44|chem_L_Ser_Co_COF,L-Ser-Co-COF,,Porous Network
paper_44|output_44|chem_S_py_Co_COF,S-py-Co-COF,,Porous Network
paper_451|output_451|chem_FeCoNiOxHy,FeCoNiOxHy,FeCoNiOxHy,1D Wire/Rod/Tube; 2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_452|output_452|chem_polycrystalline_Pt_disk,polycrystalline Pt disk,Pt,Crystalline
paper_453|output_453|chem_UNS_N08367_electropolished,UNS N08367 electropolished,,2D Sheet; Array/Aligned; Film/Coating; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_453|output_453|chem_UNS_N08367_mechanical_polished,UNS N08367 mechanical polished,,2D Sheet; Array/Aligned; Film/Coating; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_453|output_453|chem_UNS_N08367_plasma_ion_nitrided,UNS N08367 plasma ion nitrided,,2D Sheet; Generic Nanostructure; Rough/Wrinkled
paper_455|output_455|chem_KB,Ketjen Black (KB),C,Particle/Cluster; Porous Network
paper_458|output_458|chem_FeP_FF,FeP-FF,FeP,Porous Network
paper_458|output_458|chem_Ni2P_FeP_FF,Ni₂P/FeP-FF,Ni₂P/FeP,Porous Network
paper_458|output_458|chem_Ni2P_NF,Ni₂P-NF,Ni₂P,Porous Network
paper_45|output_45|chem_Ru_NdOCl,Ru/NdOCl,,2D Sheet; Crystalline; Particle/Cluster
paper_461|output_461|chem_mo5n6,Mo₅N₆,Mo₅N₆,2D Sheet; Generic Nanostructure
paper_461|output_461|chem_mon,MoN,MoN,2D Sheet; Generic Nanostructure
paper_467|output_467|chem_WO3_floating,WO3 thin films deposited with floating regime,WO3,Array/Aligned; Film/Coating; Rough/Wrinkled
paper_467|output_467|chem_WO3_interruption,WO3 thin films deposited with interruption regime,WO3,Array/Aligned; Film/Coating; Rough/Wrinkled
paper_469|output_469|chem_Co9S8_MoS2,Co₉S₈–MoS₂ heterostructure,,Particle/Cluster
paper_469|output_469|chem_Co9S8_MoS2_NF,Co9S8-MoS2/NF,Co9S8-MoS2/NF,2D Sheet; Film/Coating; Porous Network
paper_46|output_46|chem_Co_TiO2_nanobipyramids,Co-doped TiO2 nanobipyramids,Co-TiO2,2D Sheet; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster
paper_46|output_46|chem_Co_TiO2_nanoplates,Co-doped TiO2 nanoplates,Co-TiO2,2D Sheet; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster
paper_46|output_46|chem_TiO2,pristine TiO2,TiO2,2D Sheet; Generic Nanostructure
paper_470|output_470|chem_Cr_Ni_NHs,Cr-Ni NHs,,Film/Coating; Generic Nanostructure; Particle/Cluster
paper_470|output_470|chem_Cr_Ni_film,Cr-Ni film,,Film/Coating
paper_470|output_470|chem_Fe_Ni_film,Fe-Ni film,,Film/Coating
paper_470|output_470|chem_Ni_NHs,Ni NHs,,Film/Coating
paper_470|output_470|chem_Ni_film,Ni film,,Film/Coating; Particle/Cluster
paper_470|output_470|chem_Pt_film,Pt film,Pt,Film/Coating
paper_470|output_470|chem_Ti_Ni_film,Ti-Ni film,,Film/Coating
paper_471|output_471|chem_NiFeOOH,NiFeOOH,NiFeOOH,Generic Nanostructure; Porous Network
paper_471|output_471|chem_S-NiFeOOH,S-NiFeOOH,S-NiFeOOH,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Porous Network
paper_472|output_472|chem_CoRe_CP,CoRe/CP,Co-Re,Particle/Cluster
paper_472|output_472|chem_Pt_nanopillar_array,chem_Pt_nanopillar_array,,Array/Aligned
paper_473|output_473|chem_C_Ni1-x_O,C-Ni_{1-x}O,C-Ni_{1-x}O,Porous Network
paper_477|output_477|chem_Ce_NiFe_LDH_CNT,Ce-NiFe/LDH/CNT,Ce-NiFe-LDH/CNT,1D Wire/Rod/Tube
paper_477|output_477|chem_Co3O4_nanosheets,Co3O4 nanosheets with oxygen vacancies,Co3O4,1D Wire/Rod/Tube; 2D Sheet
paper_477|output_477|chem_CoFe_LDH_nanosheets,CoFe LDH nanosheets with multiple vacancies,CoFe-LDH,1D Wire/Rod/Tube; 2D Sheet
paper_477|output_477|chem_NiCoP_NS,NiCoP nanosheets on Ni foam,NiCoP,2D Sheet; Porous Network
paper_477|output_477|chem_NiFeV_LDH,NiFeV-LDH,NiFeV-LDH,1D Wire/Rod/Tube; 2D Sheet
paper_477|output_477|chem_NiFe_LDH_CNTs,NiFe-LDH/CNTs composite,NiFe-LDH/CNTs,1D Wire/Rod/Tube; 2D Sheet
paper_478|output_478|chem_Co_ns,Co-ns,,Particle/Cluster
paper_478|output_478|chem_beta_FeOOH_nanorod,β-FeOOH nanorod,FeOOH_{1.22}-Cl_{0.22}·0.19H_2O,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Porous Network
paper_479|output_479|chem_Fe3O4_NF,Fe₃O₄/NF,Fe₃O₄/NF,Porous Network
paper_479|output_479|chem_Fe3O4_SrCO3_NF,Fe₃O₄@SrCO₃/NF,Fe₃O₄@SrCO₃/NF,1D Wire/Rod/Tube; Generic Nanostructure; Hierarchical; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_47|output_47|chem_C60_SWNT,C60-plugged SWNT,,1D Wire/Rod/Tube
paper_47|output_47|chem_Co3O4_SWNT,Co3O4@SWNT,,1D Wire/Rod/Tube; Particle/Cluster
paper_47|output_47|chem_IrO2_SWNT,IrO2@SWNT,,1D Wire/Rod/Tube; Particle/Cluster
paper_47|output_47|chem_RuO2_SWNT,RuO2@SWNT,,1D Wire/Rod/Tube; Particle/Cluster
paper_47|output_47|chem_SWNT,Single-walled carbon nanotubes,,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network
paper_480|output_480|chem_NiFePt_Cl_LDH,NiFePt_Cl LDH,,2D Sheet; Porous Network
paper_480|output_480|chem_NiFePt_LDH,NiFePt LDH,,2D Sheet; Porous Network
paper_480|output_480|chem_NiFe_Cl_LDH,NiFe_Cl LDH,,1D Wire/Rod/Tube; 2D Sheet; Porous Network
paper_480|output_480|chem_NiFe_LDH,NiFe LDH,,2D Sheet; Particle/Cluster; Porous Network
paper_483|output_483|chem_0.05H-PHNCMs,0.05H-PHNCMs,,2D Sheet; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_483|output_483|chem_0H-PHNCMs,0H-PHNCMs,,2D Sheet; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_483|output_483|chem_1H-PHNCMs,1H-PHNCMs,,2D Sheet; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_483|output_483|chem_2.5H-PHNCMs,2.5H-PHNCMs,,2D Sheet
paper_483|output_483|chem_3H-PHNCMs,3H-PHNCMs,,2D Sheet
paper_483|output_483|chem_5H-PHNCMs,5H-PHNCMs,,2D Sheet
paper_486|output_486|chem_Ni,Ni,Ni,Particle/Cluster; Porous Network
paper_486|output_486|chem_NiVOx,NiVOx,NiVOx,Particle/Cluster
paper_486|output_486|chem_Ni_Cu,Ni(Cu),Ni(Cu),Particle/Cluster
paper_486|output_486|chem_Ni_Cu_VOx,Ni(Cu)VOx,Ni(Cu)VOx,Particle/Cluster; Porous Network
paper_489|output_489|chem_gold_BNPs,gold branched nanoparticles,Au,Flower/Urchin/Dendrite; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_489|output_489|chem_gold_CCs,gold core cages,Au,Flower/Urchin/Dendrite; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_489|output_489|chem_palladium_BNPs,palladium branched nanoparticles,Pd,Flower/Urchin/Dendrite; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster
paper_489|output_489|chem_palladium_CCs,palladium core cages,Pd,Flower/Urchin/Dendrite; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster
paper_490|output_490|chem_mo2c_cnt,Mo2C/CNT,Mo2C/CNT,1D Wire/Rod/Tube; Film/Coating; Hierarchical; Particle/Cluster; Porous Network
paper_490|output_490|chem_mo2c_moc_cnt,Mo2C/MoC/CNT,Mo2C/MoC/CNT,1D Wire/Rod/Tube; Film/Coating; Hierarchical; Particle/Cluster; Porous Network
paper_490|output_490|chem_moc_cnt,MoC/CNT,MoC/CNT,1D Wire/Rod/Tube; Film/Coating; Hierarchical; Particle/Cluster; Porous Network
paper_491|output_491|chem_NiCo(OH)x_COR,NiCo(OH)x-COR,NiCo(OH)x,2D Sheet; Faceted Polyhedron; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_491|output_491|chem_NiCo(OH)x_ED,NiCo(OH)x-ED,NiCo(OH)x,Faceted Polyhedron; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_491|output_491|chem_NiCo(OH)x_HT,NiCo(OH)x-HT,NiCo(OH)x,Faceted Polyhedron; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_491|output_491|chem_NiCo(OH)x_RE,NiCo(OH)x-RE,NiCo(OH)x,Faceted Polyhedron; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_492|output_492|chem_conventional_NiFe-LDH,conventional NiFe-LDH,,2D Sheet
paper_492|output_492|chem_d-CoFe-LDH,d-CoFe-LDH,,2D Sheet
paper_492|output_492|chem_d-CoNi-LDH,d-CoNi-LDH,,2D Sheet
paper_492|output_492|chem_d-NiFe-LDH,d-NiFe-LDH,,2D Sheet
paper_492|output_492|chem_d-NiMn-LDH,d-NiMn-LDH,,2D Sheet; Crystalline; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_492|output_492|chem_d-ZnCo-LDH,d-ZnCo-LDH,,2D Sheet
paper_493|output_493|chem_La_NMO_NF,La-NMO@NF,La-NiMoO₄,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_493|output_493|chem_La_NMS_NF,La-NMS@NF,La-doped Ni₃S₂/MoS₂,2D Sheet; Array/Aligned; Film/Coating; Flower/Urchin/Dendrite; Generic Nanostructure; Porous Network
paper_493|output_493|chem_La_NS_NF,La-NS@NF,La-NiS₂,2D Sheet; Porous Network
paper_493|output_493|chem_NMS_NF,NMS@NF,Ni₃S₂/MoS₂,2D Sheet; Flower/Urchin/Dendrite; Porous Network
paper_495|output_495|chem_Fe_MoNi4_MoO2,Fe/MoNi4/MoO2,Fe/MoNi4/MoO2,1D Wire/Rod/Tube; Particle/Cluster
paper_496|output_496|chem_Ru_Ni(OH)2,Ru-Ni(OH)2,Ru-Ni(OH)2,Generic Nanostructure; Particle/Cluster; Porous Network
paper_497|output_497|chem_Ru_Ni2P_Fe2P,Ru-Ni2P/Fe2P,Ru-Ni₂P/Fe₂P,Particle/Cluster; Porous Network
paper_498|output_498|chem_GA,GA,GA,Porous Network
paper_499|output_499|chem_NF_Co(OH)2,NF/Co(OH)₂,Co(OH)₂ on Ni foam,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_499|output_499|chem_NF_Mo0.5_Co(OH)2,NF/Mo₀.₅-Co(OH)₂,MoO₄²⁻ intercalated Co(OH)₂ on Ni foam (Mo/Co = 0.5),1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster; Porous Network
paper_499|output_499|chem_NF_Mo2_Co(OH)2,NF/Mo₂-Co(OH)₂,MoO₄²⁻ intercalated Co(OH)₂ on Ni foam (Mo/Co = 2),1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster; Porous Network
paper_499|output_499|chem_NF_Mo_Co(OH)2,NF/Mo-Co(OH)₂,MoO₄²⁻ intercalated Co(OH)₂ on Ni foam,1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster; Porous Network
paper_499|output_499|chem_NF_Mo_Ni(OH)2,NF/Mo-Ni(OH)₂,MoO₄²⁻ intercalated Ni(OH)₂ on Ni foam,Porous Network
paper_499|output_499|chem_NF_Ni(OH)2,NF/Ni(OH)₂,Ni(OH)₂ on Ni foam,Porous Network
paper_499|output_499|chem_NF_V_Co(OH)2,NF/V-Co(OH)₂,VO₃⁻ intercalated Co(OH)₂ on Ni foam,Porous Network
paper_499|output_499|chem_NF_V_Ni(OH)2,NF/V-Ni(OH)₂,VO₃⁻ intercalated Ni(OH)₂ on Ni foam,Porous Network
paper_499|output_499|chem_NF_W_Co(OH)2,NF/W-Co(OH)₂,WO₄²⁻ intercalated Co(OH)₂ on Ni foam,Porous Network
paper_499|output_499|chem_NF_W_Ni(OH)2,NF/W-Ni(OH)₂,WO₄²⁻ intercalated Ni(OH)₂ on Ni foam,Porous Network
paper_49|output_49|chem_Co_MHOF,monometallic cobalt metal hydroxide organic framework,,Porous Network
paper_49|output_49|chem_HE_MHOF,high-entropy metal hydroxide organic framework,Mn0.2Ni0.2Co0.2Cu0.2Zn0.2C4H3O3,Porous Network
paper_49|output_49|chem_Ni_MHOF,monometallic nickel metal hydroxide organic framework,,Porous Network
paper_4|output_4|chem_CoNiOH2_C,"(Co, Ni)(OH)2/C",,Faceted Polyhedron; Generic Nanostructure
paper_4|output_4|chem_Pt1_CoNiOH2_C,"Pt1/(Co, Ni)(OH)2/C",,Particle/Cluster
paper_500|output_500|chem_IF,IF,,1D Wire/Rod/Tube; Porous Network
paper_500|output_500|chem_NiFe_LDH_IF,NiFe-LDH/IF,,1D Wire/Rod/Tube; 2D Sheet; Porous Network
paper_500|output_500|chem_Ni_NiFe_LDH_IF,Ni/NiFe-LDH/IF,,1D Wire/Rod/Tube; Porous Network
paper_502|output_502|chem_Co9S8_CF,Co9S8/CF,,Crystalline; Porous Network
paper_502|output_502|chem_CoS_x_CF,CoS_x/CF,,Porous Network
paper_502|output_502|chem_Cu_CoS_x_CF,Cu@CoS_x/CF,,Film/Coating; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_502|output_502|chem_copper_foam,copper foam,,Film/Coating; Porous Network
paper_503|output_503|chem_Fe-Ni(OH)2_NF,Fe-Ni(OH)2/NF,Fe-Ni(OH)2,Crystalline; Particle/Cluster; Rough/Wrinkled
paper_503|output_503|chem_Ni(OH)2_NF,Ni(OH)2/NF,Ni(OH)2,Porous Network; Rough/Wrinkled
paper_504|output_504|chem_NiFe_S2_MoS2,"(Ni, Fe) S₂ @ Mo S₂","(Ni,Fe)S₂@MoS₂",Generic Nanostructure; Rough/Wrinkled
paper_506|output_506|chem_316L_SS_100,316 L SS-100,,1D Wire/Rod/Tube; Array/Aligned; Generic Nanostructure; Hierarchical
paper_506|output_506|chem_316L_SS_1000,316 L SS-1000,,1D Wire/Rod/Tube; Array/Aligned; Hierarchical
paper_506|output_506|chem_316L_SS_1600,316 L SS-1600,,1D Wire/Rod/Tube; Array/Aligned; Hierarchical
paper_506|output_506|chem_316L_SS_2000,316 L SS-2000,,1D Wire/Rod/Tube; Array/Aligned; Hierarchical
paper_506|output_506|chem_316L_SS_2800,316 L SS-2800,,1D Wire/Rod/Tube; Array/Aligned; Hierarchical
paper_506|output_506|chem_316L_SS_500,316 L SS-500,,1D Wire/Rod/Tube; Array/Aligned; Hierarchical
paper_507|output_507|chem_1T_0.81-MoS2@Ni2P,1T0.81-MoS2@Ni2P,1T0.81-MoS2@Ni2P,Film/Coating
paper_508|output_508|chem_Co_NPs_NC,Co NPs/NC,,Particle/Cluster
paper_508|output_508|chem_NC,NC,,1D Wire/Rod/Tube
paper_509|output_509|chem_In2O3,In₂O₃,In₂O₃,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Hollow/Core-Shell; Porous Network
paper_509|output_509|chem_In2O3_MoS2,In₂O₃@MoS₂,In₂O₃@MoS₂,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_509|output_509|chem_In2O3_MoS2_I,In₂O₃@MoS₂-I,In₂O₃@MoS₂,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_510|output_510|chem_Au_NiOOH,Au@NiOOH,Au@NiOOH,2D Sheet; Particle/Cluster; Rough/Wrinkled
paper_510|output_510|chem_Au_Ni_Fe_OOH,Au@Ni(Fe)OOH,,2D Sheet; Crystalline; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Rough/Wrinkled
paper_510|output_510|chem_NiOOH,NiOOH,NiOOH,Generic Nanostructure; Particle/Cluster
paper_510|output_510|chem_Ni_Fe_OOH,Ni(Fe)OOH,Ni(Fe)OOH,2D Sheet; Crystalline; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster
paper_511|output_511|chem_FePt_C,Fe@Pt/C,Fe@Pt/C,Crystalline; Hollow/Core-Shell; Particle/Cluster
paper_514|output_514|chem_Co3O4-LPC,Co₃O₄-LPC,Co₃O₄-LPC,Particle/Cluster; Porous Network
paper_515|output_515|chem_SA_MoO2_Ni3_PO4_2_NF,SA-MoO₂/Ni₃(PO₄)₂/NF,MoO₂/Ni₃(PO₄)₂/NF,1D Wire/Rod/Tube; Amorphous; Generic Nanostructure
paper_516|output_516|chem_Pt-Ce,Pt-Ce,,Particle/Cluster
paper_518|output_518|chem_FeNiCuWRu,FeNiCuWRu,,Porous Network
paper_51|output_51|chem_CoMn_340,CoMn-340,Co1.5Mn1.5O4,2D Sheet; Faceted Polyhedron; Particle/Cluster; Rough/Wrinkled
paper_51|output_51|chem_CoMn_380,CoMn-380,Co1.5Mn1.5O4,2D Sheet; Faceted Polyhedron; Particle/Cluster; Rough/Wrinkled
paper_51|output_51|chem_CoMn_400,CoMn-400,Co1.5Mn1.5O4,2D Sheet; Faceted Polyhedron; Particle/Cluster; Rough/Wrinkled
paper_520|output_520|chem_mose2,MoSe₂,MoSe₂,Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_520|output_520|chem_rh_o_mose2_x,"(Rh, O)-MoSe₂₋ₓ","Rh,O-MoSe₂₋ₓ",Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_520|output_520|chem_ru_o_mose2_x,"(Ru, O)-MoSe₂₋ₓ","Ru,O-MoSe₂₋ₓ",Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_521|output_521|chem_Co4Fe_CC,Co₄Fe@CC,Co₄Fe-LDH,2D Sheet
paper_521|output_521|chem_Co4V_CC,Co₄V@CC,Co₄V-LDH,2D Sheet
paper_521|output_521|chem_Co8FeV_CC,Co₈FeV@CC,Co₈FeV-LDH,2D Sheet
paper_522|output_522|chem_C_Co3O4,C-Co3O4,Co3O4,Particle/Cluster
paper_522|output_522|chem_C_CoO,C-CoO,CoO,2D Sheet; Film/Coating; Particle/Cluster
paper_522|output_522|chem_LQNMP_Co2O3,LQNMP-Co2O3,Co2O3,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Porous Network
paper_523|output_523|chem_NiFe_NNG_10,NiFe NNG-10,,Porous Network
paper_523|output_523|chem_NiFe_NNG_20,NiFe NNG-20,,Porous Network
paper_523|output_523|chem_NiFe_NNG_30,NiFe NNG-30,,Porous Network
paper_525|output_525|chem_NF_CoMoS,NF/CoMoS,Ni3S2@CoMoS4,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_525|output_525|chem_NF_CoS,NF/CoS,Co9S8/Ni3S2,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_525|output_525|chem_NF_MoS,NF/MoS,MoS2/Ni3S2,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_525|output_525|chem_Ni3S2_CoMoS4_NiFeOOH,Ni3S2@CoMoS4/NiFeOOH,Ni3S2@CoMoS4/NiFeOOH,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_526|output_526|chem_w_nio_cr2s3_tube_nf,tube W-NiO/Cr2S3/NF,,Generic Nanostructure; Porous Network
paper_527|output_527|chem_FC,FC,,Particle/Cluster
paper_527|output_527|chem_Ni_C,Ni/C,,Faceted Polyhedron
paper_527|output_527|chem_Ni_FC,Ni/FC,,Particle/Cluster; Porous Network
paper_529|output_529|chem_NiP_NF,NiP/NF,Ni–P–O,1D Wire/Rod/Tube; Film/Coating; Particle/Cluster; Porous Network
paper_529|output_529|chem_NiSP_NF,NiSP/NF,Ni–S–P–O,Film/Coating; Particle/Cluster; Porous Network
paper_529|output_529|chem_NiS_NF,NiS/NF,Ni–S–O,Film/Coating; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_52|output_52|chem_Ir_Ru_solid_solution,Ir-Ru solid solution catalyst,,Crystalline; Particle/Cluster
paper_52|output_52|chem_Ru_nanoparticles,Ru nanoparticles,,Particle/Cluster
paper_530|output_530|chem_NiFeP_nanocubes,chem_NiFeP_nanocubes,,Faceted Polyhedron
paper_531|output_531|chem_Ru0.20_IrFeCoNi0.80,"Ru_{0.20}(Ir,Fe,Co,Ni)_{0.80}","Ru_{0.20}(Ir,Fe,Co,Ni)_{0.80}",Particle/Cluster
paper_533|output_533|chem_Ni_Mo_alloy,Ni-Mo alloy,NiMo,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Hierarchical; Particle/Cluster; Porous Network
paper_533|output_533|chem_h-NiMoFe,h-NiMoFe,h-NiMoFe,Porous Network
paper_533|output_533|chem_nickel_sulfide,nickel sulfide,NiS,1D Wire/Rod/Tube; 2D Sheet; Faceted Polyhedron; Film/Coating; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network
paper_535|output_535|chem_NiFe_LDH_NPA,NiFe LDH nano-plate array,,2D Sheet; Array/Aligned; Particle/Cluster; Porous Network
paper_535|output_535|chem_NiFe_LDH_NS,NiFe LDH nanosheet,,2D Sheet
paper_535|output_535|chem_NiFe_LDH_NSA_Fe_foam,chem_NiFe_LDH_NSA_Fe_foam,,Porous Network
paper_535|output_535|chem_NiFe_LDH_nanomesh,NiFe LDH nanomesh,,2D Sheet; Porous Network
paper_536|output_536|chem_NSPC_1000,NSPC-1000,,Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_536|output_536|chem_NSPC_800,NSPC-800,,Particle/Cluster; Porous Network
paper_536|output_536|chem_NSPC_900,NSPC-900,,Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
